bbl,address,bldgclass,numfloors,unitsres,yearbuilt,latitude,longitude
1004470053,309 EAST 5 STREET,C7,6.0000000,34,1900,40.7267462,-73.9883032
1004610035,87 2 AVENUE,C7,6.0000000,25,1910,40.7270482,-73.9892015
1004490018,58 ST MARKS PLACE,C7,6.0000000,19,1900,40.7279235,-73.9866686
1004490021,64 ST MARKS PLACE,C4,6.0000000,26,1900,40.7278192,-73.9864341
1004640033,240 EAST 9 STREET,C7,6.0000000,12,1900,40.7292631,-73.9877940
1004500014,318 EAST 9 STREET,C7,6.0000000,16,1910,40.7286618,-73.9865494
1004640051,17 ST MARKS PLACE,C7,6.0000000,22,1900,40.7293208,-73.9887610
1004500001,132 2 AVENUE,C7,6.0000000,15,1900,40.7286153,-73.9873287
1004460011,306 EAST 5 STREET,C1,6.0000000,34,1920,40.7263235,-73.9884476
1004470036,343 EAST 5 STREET,C4,6.0000000,28,1900,40.7261587,-73.9869828
1004450047,77 EAST 3 STREET,C7,6.0000000,11,1900,40.7251487,-73.9882782
1004450050,73 EAST 3 STREET,C4,6.0000000,24,1900,40.7252174,-73.9884369
1004450051,71 EAST 3 STREET,C6,6.0000000,24,1900,40.7252503,-73.9885163
1004610009,202 EAST 6 STREET,C7,6.0000000,16,1930,40.7280007,-73.9904786
1004450020,108 EAST 4 STREET,C7,6.0000000,29,1900,40.7255056,-73.9883792
1004450042,89 EAST 3 STREET,C1,6.0000000,15,1900,40.7249840,-73.9878814
1004450033,57 1 AVENUE,C7,6.0000000,14,1900,40.7251047,-73.9875314
1004450049,75 EAST 3 STREET,C4,6.0000000,24,1900,40.7251817,-73.9883576
1004460026,336 EAST 5 STREET,C7,6.0000000,22,1900,40.7258925,-73.9874266
1004500047,55 ST MARKS PLACE,C1,6.0000000,12,1900,40.7283379,-73.9864737
1004500018,328 EAST 9 STREET,C7,6.0000000,22,1900,40.7285410,-73.9862499
1004490004,124 2 AVENUE,C7,6.0000000,22,1920,40.7281322,-73.9875561
1004630027,34 1/2 ST MARKS PLACE,C7,6.0000000,11,1900,40.7286263,-73.9883065
1004640036,139 2 AVENUE,C7,6.0000000,20,1900,40.7291203,-73.9877363
1008990027,317 2 AVENUE,C1,6.0000000,18,1910,40.7352131,-73.9832572
1009240048,332 EAST 19 STREET,C1,6.0000000,24,1920,40.7347188,-73.9815650
1009240050,330 EAST 19 STREET,C1,6.0000000,24,1910,40.7347737,-73.9816949
1009240052,326 EAST 19 STREET,C1,6.0000000,25,1910,40.7348286,-73.9818248
1009230044,336 EAST 18 STREET,C4,6.0000000,25,1910,40.7340024,-73.9816771
1009230047,332 EAST 18 STREET,C4,6.0000000,24,1910,40.7340574,-73.9818034
1009210039,348 EAST 15 STREET,C4,6.0000000,25,1910,40.7320676,-73.9827420
1009210041,342 EAST 15 STREET,C1,6.0000000,24,1910,40.7321417,-73.9829224
1009210046,332 EAST 15 STREET,C1,6.0000000,24,1910,40.7322817,-73.9832580
1009230039,346 EAST 18 STREET,C1,6.0000000,24,1910,40.7338761,-73.9813740
1009230043,340 EAST 18 STREET,C1,6.0000000,24,1910,40.7339420,-73.9815328
1008990024,311 2 AVENUE,C7,6.0000000,24,1910,40.7350841,-73.9833511
1009210017,329 EAST 14 STREET,C7,6.0000000,16,1910,40.7320677,-73.9835394
1009210048,330 EAST 15 STREET,C4,6.0000000,24,1910,40.7323284,-73.9833626
1009250042,346 EAST 20 STREET,C7,6.0000000,37,1920,40.7350535,-73.9805366
1002920025,13 ELDRIDGE STREET,C7,6.0000000,12,1900,40.7148563,-73.9939398
1003100024,43 ESSEX STREET,C7,6.0000000,9,1910,40.7163684,-73.9896505
1003100007,48 LUDLOW STREET,C7,6.0000000,27,1900,40.7163492,-73.9900113
1003100026,39 ESSEX STREET,C7,6.0000000,20,1900,40.7162394,-73.9897155
1002920028,7 ELDRIDGE STREET,C7,6.0000000,8,1900,40.7146505,-73.9940012
1002930015,70 CANAL STREET,C7,6.0000000,13,1910,40.7150182,-73.9928865
1002940022,50 CANAL STREET,C7,6.0000000,20,1900,40.7146915,-73.9918188
1002990030,19 ORCHARD STREET,C1,6.0000000,10,1900,40.7153448,-73.9919341
1002920010,28 FORSYTH STREET,C7,6.0000000,22,1900,40.7152077,-73.9941634
1003060009,78 FORSYTH STREET,C7,6.0000000,17,1900,40.7172662,-73.9931063
1003060035,107 HESTER STREET,C7,6.0000000,17,1913,40.7166486,-73.9929116
1003090025,45 LUDLOW STREET,C7,6.0000000,11,1910,40.7164041,-73.9905055
1003060023,289 GRAND STREET,C7,6.0000000,13,1900,40.7174802,-73.9924533
1003060032,73 ELDRIDGE STREET,C7,6.0000000,22,1920,40.7169066,-73.9928935
1002930020,3 ALLEN STREET,C7,6.0000000,10,1910,40.7146834,-73.9931354
1002980018,56 HESTER STREET,C7,6.0000000,15,1930,40.7156768,-73.9907870
1003000004,42 ELDRIDGE STREET,C7,6.0000000,20,1930,40.7157346,-73.9929477
1003000005,44 ELDRIDGE STREET,C7,6.0000000,20,1930,40.7157977,-73.9929116
1003000006,46 ELDRIDGE STREET,C7,6.0000000,20,1930,40.7158636,-73.9928792
1003000007,48 ELDRIDGE STREET,C7,6.0000000,11,1910,40.7159295,-73.9928467
1002970022,13 ESSEX STREET,C7,6.0000000,44,1900,40.7151799,-73.9902604
1002990027,25 ORCHARD STREET,C8,6.0000000,14,1900,40.7154765,-73.9918620
1003040030,85 CHRYSTIE STREET,C7,6.0000000,20,1910,40.7175435,-73.9945023
1003040031,83 CHRYSTIE STREET,C7,6.0000000,28,1910,40.7174474,-73.9945528
1003040029,87 CHRYSTIE STREET,CB,6.0000000,10,1900,40.7176011,-73.9944735
1003090008,58 ORCHARD STREET,C7,6.0000000,16,1910,40.7166896,-73.9907111
1002920026,11 ELDRIDGE STREET,C7,6.0000000,18,1900,40.7147904,-73.9939759
1002920029,5 ELDRIDGE STREET,C7,6.0000000,9,1900,40.7145846,-73.9940336
1002930028,88 DIVISION STREET,C7,6.0000000,15,1900,40.7144638,-73.9937487
1003060001,119 HESTER STREET,C7,6.0000000,25,1910,40.7167968,-73.9934094
1003060007,74 FORSYTH STREET,C7,6.0000000,18,1900,40.7171372,-73.9931712
1002990022,35 ORCHARD STREET,C7,6.0000000,15,1910,40.7158004,-73.9916924
1003040035,75 CHRYSTIE STREET,C7,6.0000000,35,1910,40.7171894,-73.9946863
1003060028,81 ELDRIDGE STREET,C7,6.0000000,20,1910,40.7171646,-73.9927600
1003060031,75 ELDRIDGE STREET,C7,6.0000000,10,1910,40.7169642,-73.9928610
1003430065,57 PITT STREET,C7,6.0000000,22,1900,40.7177729,-73.9831137
1005160001,163 PRINCE STREET,C6,6.0000000,33,1902,40.7262170,-74.0013241
1005020023,152 PRINCE STREET,C7,6.0000000,40,1907,40.7256955,-74.0012231
1005170009,149 SULLIVAN STREET,C6,6.0000000,33,1906,40.7271255,-74.0015225
1005020012,110 THOMPSON STREET,C6,6.0000000,30,1900,40.7256928,-74.0016885
1003530051,106 NORFOLK STREET,C7,6.0000000,28,1910,40.7188246,-73.9868616
1003480031,105 CLINTON STREET,C7,6.0000000,20,1920,40.7182289,-73.9858228
1003450014,325 EAST HOUSTON STREET,C4,6.0000000,17,1920,40.7208278,-73.9827702
1003450018,333 EAST HOUSTON STREET,C7,6.0000000,9,1920,40.7207509,-73.9824203
1003910056,307 EAST 8 STREET,C6,6.0000000,12,1900,40.7255565,-73.9799044
1003760016,248 EAST 7 STREET,C6,6.0000000,12,1928,40.7235059,-73.9780614
1004160032,66 RIVINGTON STREET,C7,6.0000000,20,1900,40.7207353,-73.9899457
1004440024,70 EAST 3 STREET,C1,6.0000000,24,1920,40.7249100,-73.9888663
1005210026,302 MOTT STREET,C7,6.0000000,43,1905,40.7248802,-73.9938487
1003500028,23 CLINTON STREET,C7,6.0000000,16,1920,40.7206579,-73.9845488
1004170068,86 STANTON STREET,C7,6.0000000,15,1920,40.7216272,-73.9886180
1004110018,101 STANTON STREET,C7,6.0000000,15,1920,40.7211523,-73.9879831
1003550046,184 NORFOLK STREET,C4,6.0000000,38,1900,40.7214293,-73.9855227
1003550048,188 NORFOLK STREET,C4,6.0000000,13,1900,40.7215363,-73.9855154
1003720068,264 EAST 2 STREET,C1,6.0000000,24,1905,40.7210415,-73.9805515
1003850003,23 AVENUE B,C7,6.0000000,7,1900,40.7221645,-73.9830585
1003970038,6 AVENUE B,C7,6.0000000,10,1900,40.7217365,-73.9839244
1004290045,114 EAST 1 STREET,C7,6.0000000,30,1920,40.7227496,-73.9865938
1003760028,272 EAST 7 STREET,C4,6.0000000,24,1900,40.7231709,-73.9772642
1003760030,274 EAST 7 STREET,C4,6.0000000,13,1910,40.7231297,-73.9771705
1003530057,131 RIVINGTON STREET,C7,6.0000000,30,1920,40.7193489,-73.9866883
1003480007,110 SUFFOLK STREET,C6,6.0000000,12,1920,40.7187202,-73.9859489
1003530049,102 NORFOLK STREET,C7,6.0000000,25,1910,40.7187313,-73.9869121
1003480032,107 CLINTON STREET,C7,6.0000000,20,1920,40.7181658,-73.9858552
1003480053,173 RIVINGTON STREET,C6,6.0000000,26,1920,40.7187695,-73.9847188
1003480073,172 DELANCEY STREET,C6,6.0000000,12,1920,40.7179736,-73.9851158
1003480074,170 DELANCEY STREET,C7,6.0000000,22,1920,40.7179983,-73.9851987
1003480076,168 1/2 DELANCEY STREET,C7,6.0000000,7,1900,40.7179956,-73.9853935
1003480021,163 RIVINGTON STREET,C7,6.0000000,20,1920,40.7189315,-73.9852959
1003440146,42 CLINTON STREET,C7,6.0000000,18,1920,40.7197384,-73.9844480
1003440154,141 ATTORNEY STREET,C6,6.0000000,19,1920,40.7198920,-73.9838960
1003440173,72 CLINTON STREET,C6,6.0000000,19,1925,40.7191593,-73.9848413
1003500077,182 STANTON STREET,C4,6.0000000,8,1920,40.7201884,-73.9838093
1003440067,89 PITT STREET,C4,6.0000000,12,1920,40.7187417,-73.9826228
1003440068,85 PITT STREET,C7,6.0000000,21,1920,40.7186210,-73.9826084
1003440069,210 RIVINGTON STREET,C7,6.0000000,20,1920,40.7184892,-73.9826770
1003440072,206 RIVINGTON STREET,C7,6.0000000,25,1920,40.7186100,-73.9828105
1003440073,202 RIVINGTON STREET,C7,6.0000000,33,1920,40.7186430,-73.9829692
1003440076,106 RIDGE STREET,C7,6.0000000,20,1914,40.7186952,-73.9831423
1003450029,200 STANTON STREET,C7,6.0000000,12,1920,40.7199165,-73.9828462
1003500050,6 CLINTON STREET,C4,6.0000000,20,1930,40.7210310,-73.9838091
1003500051,299 EAST HOUSTON STREET,C7,6.0000000,15,1920,40.7211793,-73.9838271
1003500057,309 EAST HOUSTON STREET,C6,6.0000000,28,1920,40.7210502,-73.9835205
1003890022,208 EAST 7 STREET,C7,6.0000000,28,1900,40.7243324,-73.9800094
1003910055,309 EAST 8 STREET,C4,6.0000000,17,1900,40.7255181,-73.9798322
1003780004,134 AVENUE C,C7,6.0000000,22,1900,40.7249194,-73.9779275
1003910048,323 EAST 8 STREET,C6,6.0000000,25,1910,40.7253314,-73.9793741
1003780009,140 AVENUE C,C7,6.0000000,25,1920,40.7250676,-73.9778156
1004210078,42 RIVINGTON STREET,C7,6.0000000,31,1900,40.7210703,-73.9909738
1004210080,40 RIVINGTON STREET,C7,6.0000000,22,1900,40.7211142,-73.9910784
1003760031,276 EAST 7 STREET,C6,6.0000000,19,1920,40.7230912,-73.9770767
1003760018,250 EAST 7 STREET,C6,6.0000000,12,1928,40.7234674,-73.9779712
1003760019,254 EAST 7 STREET,C6,6.0000000,20,1910,40.7234262,-73.9778702
1003760011,238 EAST 7 STREET,C4,6.0000000,30,1900,40.7236459,-73.9783897
1003760014,246 EAST 7 STREET,C1,6.0000000,24,1928,40.7235553,-73.9781733
1003770002,112 AVENUE C,C7,6.0000000,22,1900,40.7242717,-73.9783931
1003890019,202 EAST 7 STREET,C7,6.0000000,18,1910,40.7244477,-73.9802871
1003910003,131 AVENUE B,C6,6.0000000,18,1940,40.7258530,-73.9803336
1003890017,198 EAST 7 STREET,C6,6.0000000,14,1930,40.7245136,-73.9804458
1003900037,107 AVENUE C,C6,6.0000000,10,1900,40.7242856,-73.9789956
1003890038,643 EAST 6 STREET,C7,6.0000000,23,1900,40.7238218,-73.9794683
1003770067,241 EAST 7 STREET,C6,6.0000000,17,1900,40.7240521,-73.9782236
1003770062,249 EAST 7 STREET,C6,6.0000000,13,2001,40.7239038,-73.9778737
1003770066,243 EAST 7 STREET,C7,6.0000000,8,1899,40.7240192,-73.9781442
1003770016,368 EAST 8 STREET,C6,6.0000000,29,1923,40.7241453,-73.9776968
1003890009,184 EAST 7 STREET,C6,6.0000000,20,1900,40.7248596,-73.9810555
1003890020,204 EAST 7 STREET,C6,6.0000000,21,1900,40.7244148,-73.9802078
1003910011,608 EAST 9 STREET,C4,6.0000000,24,1910,40.7258530,-73.9798862
1003910059,299 EAST 8 STREET,C1,6.0000000,30,1900,40.7256691,-73.9801749
1003910012,610 EAST 9 STREET,C1,6.0000000,24,1910,40.7258090,-73.9798105
1003900009,304 EAST 8 STREET,C6,6.0000000,16,1900,40.7252355,-73.9802905
1003900050,209 EAST 7 STREET,C6,6.0000000,29,1900,40.7247194,-73.9798108
1003780039,115 AVENUE D,C7,6.0000000,20,1900,40.7238952,-73.9761420
1003890036,645 EAST 6 STREET,C7,6.0000000,15,1935,40.7237669,-73.9793349
1003890021,206 EAST 7 STREET,C6,6.0000000,19,1900,40.7243818,-73.9801284
1003900042,219 EAST 7 STREET,C6,6.0000000,24,1910,40.7245244,-73.9793419
1003910057,303 EAST 8 STREET,C6,6.0000000,12,1900,40.7256005,-73.9800270
1004170018,159 EAST HOUSTON STREET,C7,6.0000000,33,1900,40.7227389,-73.9890868
1004170019,201 ALLEN STREET,C7,6.0000000,27,1900,40.7225385,-73.9891698
1004220057,245 ELDRIDGE STREET,C7,6.0000000,10,1900,40.7227692,-73.9898913
1004220060,237 ELDRIDGE STREET,C6,6.0000000,40,1900,40.7225633,-73.9899959
1004220062,233 ELDRIDGE STREET,C7,6.0000000,22,1900,40.7224508,-73.9900537
1004220064,231 ELDRIDGE STREET,C7,6.0000000,22,1900,40.7223547,-73.9901042
1004210043,172 FORSYTH STREET,C6,6.0000000,17,1900,40.7212981,-73.9910387
1004260002,217 BOWERY,C7,6.0000000,10,1900,40.7216880,-73.9931203
1004260022,13 STANTON STREET,C7,6.0000000,10,1920,40.7223906,-73.9923626
1004260044,8 RIVINGTON STREET,C7,6.0000000,23,1920,40.7215809,-73.9927126
1004430050,54 EAST 1 STREET,C6,6.0000000,24,1910,40.7239164,-73.9893716
1004420021,49 EAST 1 STREET,C6,6.0000000,10,1920,40.7236173,-73.9897288
1004430004,26 2 AVENUE,C7,6.0000000,25,1900,40.7244216,-73.9902879
1004440022,66 EAST 3 STREET,C7,6.0000000,24,1910,40.7249512,-73.9889637
1004570020,21 EAST 2 STREET,C1,6.0000000,42,1900,40.7250200,-73.9910887
1003890018,200 EAST 7 STREET,C1,6.0000000,18,1910,40.7244807,-73.9803665
1003250001,140 BARUCH PLACE,C4,6.0000000,36,1920,40.7184085,-73.9764181
1003860010,53 AVENUE B,C7,6.0000000,16,1900,40.7230812,-73.9823656
1003860053,233 EAST 3 STREET,C1,6.0000000,29,1910,40.7223262,-73.9815793
1003870140,77 AVENUE C,C7,6.0000000,16,1900,40.7232619,-73.9798040
1004160055,85 STANTON STREET,C6,6.0000000,10,1900,40.7213665,-73.9888236
1004110011,166 ORCHARD STREET,C7,6.0000000,25,1920,40.7211661,-73.9884124
1004170054,179 EAST HOUSTON STREET,C7,6.0000000,15,1900,40.7225110,-73.9883256
1003500007,178 SUFFOLK STREET,C6,6.0000000,6,1910,40.7210806,-73.9847327
1003500012,271 EAST HOUSTON STREET,C7,6.0000000,15,1920,40.7214566,-73.9846604
1003550062,167 SUFFOLK STREET,C4,6.0000000,26,1900,40.7211959,-73.9852449
1003550067,157 SUFFOLK STREET,C1,6.0000000,35,1900,40.7209407,-73.9853748
1003550044,178 NORFOLK STREET,C7,6.0000000,20,1900,40.7212673,-73.9856057
1004120040,162 LUDLOW STREET,C7,6.0000000,20,1900,40.7212511,-73.9874888
1003500030,168 STANTON STREET,C7,6.0000000,20,1920,40.7204218,-73.9845200
1004120035,161 LUDLOW STREET,C4,6.0000000,8,1900,40.7214488,-73.9878929
1004170056,185 EAST HOUSTON STREET,C7,6.0000000,31,1900,40.7224698,-73.9881993
1004120001,172 ORCHARD STREET,C7,6.0000000,20,1920,40.7214762,-73.9882356
1003490026,61 CLINTON STREET,C4,6.0000000,22,1920,40.7195710,-73.9851046
1003490032,158 RIVINGTON STREET,C7,6.0000000,9,1900,40.7193569,-73.9852706
1003490027,63 CLINTON STREET,C4,6.0000000,22,1920,40.7195079,-73.9851371
1003540034,126 RIVINGTON STREET,C7,6.0000000,7,1900,40.7198457,-73.9869949
1004110034,94 RIVINGTON STREET,C7,6.0000000,20,1920,40.7203070,-73.9885316
1004110039,86 RIVINGTON STREET,C7,6.0000000,15,1920,40.7204223,-73.9889140
1004110042,138 LUDLOW STREET,C7,6.0000000,27,1920,40.7203948,-73.9879327
1004110003,150 ORCHARD STREET,C7,6.0000000,20,1920,40.7206529,-73.9886758
1004110005,154 ORCHARD STREET,C7,6.0000000,14,1920,40.7207791,-73.9886109
1004160064,153 ORCHARD STREET,C7,6.0000000,18,1900,40.7208148,-73.9891195
1004160065,151 ORCHARD STREET,C7,6.0000000,18,1900,40.7207517,-73.9891520
1004160066,149 ORCHARD STREET,C7,6.0000000,14,1900,40.7206886,-73.9891881
1004160067,147 ORCHARD STREET,C7,6.0000000,15,1900,40.7206255,-73.9892206
1004160068,145 ORCHARD STREET,C7,6.0000000,10,1900,40.7205596,-73.9892531
1004160069,78 RIVINGTON STREET,C7,6.0000000,20,1920,40.7204800,-73.9892928
1004110027,143 LUDLOW STREET,C7,6.0000000,23,1920,40.7206391,-73.9883331
1004110009,162 ORCHARD STREET,C7,6.0000000,10,1930,40.7210371,-73.9884774
1004110021,153 LUDLOW STREET,C7,6.0000000,20,1900,40.7209437,-73.9881779
1004160062,157 ORCHARD STREET,C7,6.0000000,18,1900,40.7209466,-73.9890546
1004160063,155 ORCHARD STREET,C7,6.0000000,18,1900,40.7208807,-73.9890871
1003850002,21 AVENUE B,C7,6.0000000,7,1900,40.7220959,-73.9831090
1003720023,300 EAST 3 STREET,C1,6.0000000,12,2001,40.7209645,-73.9795378
1003720039,11 AVENUE D,C7,6.0000000,16,1900,40.7205252,-73.9786541
1003980053,170 EAST 2 STREET,C7,6.0000000,36,1900,40.7227796,-73.9846457
1003720001,14 AVENUE C,C7,6.0000000,27,1920,40.7210553,-73.9807751
1003850034,31 AVENUE C,C7,6.0000000,20,1900,40.7216811,-73.9809337
1003850035,29 AVENUE C,C1,6.0000000,13,2000,40.7216152,-73.9809842
1003850037,25 AVENUE C,C1,6.0000000,13,2000,40.7214890,-73.9810781
1003850050,240 EAST 2 STREET,C4,6.0000000,24,1910,40.7216072,-73.9818609
1003840026,243 EAST 2 STREET,C4,6.0000000,10,1900,40.7211927,-73.9819512
1003850054,232 EAST 2 STREET,C4,6.0000000,24,1910,40.7217362,-73.9821711
1003850055,230 EAST 2 STREET,C4,6.0000000,24,1910,40.7217692,-73.9822432
1003850038,21 AVENUE C,C4,6.0000000,20,1900,40.7213820,-73.9810925
1003970018,171 EAST 2 STREET,C1,6.0000000,18,1900,40.7223734,-73.9848911
1004290009,26 1 AVENUE,C7,6.0000000,20,1920,40.7236940,-73.9877986
